#queryIndex	queryItem	stringId	preferredName	annotation
85	IL4	9606.ENSP00000231449	IL4	Interleukin-4; Participates in at least several B-cell activation processes as well as of other cell types. It is a costimulator of DNA-synthesis. It induces the expression of class II MHC molecules on resting B-cells. It enhances both secretion and cell surface expression of IgE and IgG1. It also regulates the expression of the low affinity Fc receptor for IgE (CD23) on both lymphocytes and monocytes. Positively regulates IL31RA expression in macrophages (By similarity); Interleukins
86	IL5	9606.ENSP00000231454	IL5	Interleukin-5; Factor that induces terminal differentiation of late- developing B-cells to immunoglobulin secreting cells; Belongs to the IL-5 family
87	IL7	9606.ENSP00000263851	IL7	Interleukin-7; Hematopoietic growth factor capable of stimulating the proliferation of lymphoid progenitors. It is important for proliferation during certain stages of B-cell maturation; Belongs to the IL-7/IL-9 family
88	INHA	9606.ENSP00000243786	INHA	Inhibin alpha chain; Inhibins and activins inhibit and activate, respectively, the secretion of follitropin by the pituitary gland. Inhibins/activins are involved in regulating a number of diverse functions such as hypothalamic and pituitary hormone secretion, gonadal hormone secretion, germ cell development and maturation, erythroid differentiation, insulin secretion, nerve cell survival, embryonic axial development or bone growth, depending on their subunit composition. Inhibins appear to oppose the functions of activins; Belongs to the TGF-beta family
89	INHBA	9606.ENSP00000242208	INHBA	Inhibin beta A chain; Inhibins and activins inhibit and activate, respectively, the secretion of follitropin by the pituitary gland. Inhibins/activins are involved in regulating a number of diverse functions such as hypothalamic and pituitary hormone secretion, gonadal hormone secretion, germ cell development and maturation, erythroid differentiation, insulin secretion, nerve cell survival, embryonic axial development or bone growth, depending on their subunit composition. Inhibins appear to oppose the functions of activins; Belongs to the TGF-beta family
90	INHBB	9606.ENSP00000295228	INHBB	Inhibin beta B chain; Inhibins and activins inhibit and activate, respectively, the secretion of follitropin by the pituitary gland. Inhibins/activins are involved in regulating a number of diverse functions such as hypothalamic and pituitary hormone secretion, gonadal hormone secretion, germ cell development and maturation, erythroid differentiation, insulin secretion, nerve cell survival, embryonic axial development or bone growth, depending on their subunit composition. Inhibins appear to oppose the functions of activins; Endogenous ligands
91	MIF	9606.ENSP00000215754	MIF	Macrophage migration inhibitory factor; Pro-inflammatory cytokine. Involved in the innate immune response to bacterial pathogens. The expression of MIF at sites of inflammation suggests a role as mediator in regulating the function of macrophages in host defense. Counteracts the anti- inflammatory activity of glucocorticoids. Has phenylpyruvate tautomerase and dopachrome tautomerase activity (in vitro), but the physiological substrate is not known. It is not clear whether the tautomerase activity has any physiological relevance, and whether it is important for cytokine activity
92	MUC4	9606.ENSP00000417498	MUC4	Mucin-4; May play a role in tumor progression. Ability to promote tumor growth may be mainly due to repression of apoptosis as opposed to proliferation. Has anti-adhesive properties. Seems to alter cellular behavior through both anti-adhesive effects on cell-cell and cell-extracellular matrix interactions and in its ability to act as an intramembrane ligand for ERBB2. Plays an important role in cell proliferation and differentiation of epithelial cells by inducing specific phosphorylation of ERBB2. The MUC4-ERBB2 complex causes site-specific phosphorylation of the ERBB2 'Tyr-1248'. In  [...] 
93	NAMPT	9606.ENSP00000222553	NAMPT	Nicotinamide phosphoribosyltransferase; Catalyzes the condensation of nicotinamide with 5- phosphoribosyl-1-pyrophosphate to yield nicotinamide mononucleotide, an intermediate in the biosynthesis of NAD. It is the rate limiting component in the mammalian NAD biosynthesis pathway. The secreted form behaves both as a cytokine with immunomodulating properties and an adipokine with anti-diabetic properties, it has no enzymatic activity, partly because of lack of activation by ATP, which has a low level in extracellular space and plasma. Plays a role in the modulation of circadian clock fun [...] 
94	OSM	9606.ENSP00000215781	OSM	Oncostatin-M; Growth regulator. Inhibits the proliferation of a number of tumor cell lines. Stimulates proliferation of AIDS-KS cells. It regulates cytokine production, including IL-6, G-CSF and GM-CSF from endothelial cells. Uses both type I OSM receptor (heterodimers composed of LIPR and IL6ST) and type II OSM receptor (heterodimers composed of OSMR and IL6ST). Involved in the maturation of fetal hepatocytes, thereby promoting liver development and regeneration (By similarity)
95	PF4	9606.ENSP00000296029	PF4	Platelet factor 4; Released during platelet aggregation. Neutralizes the anticoagulant effect of heparin because it binds more strongly to heparin than to the chondroitin-4-sulfate chains of the carrier molecule. Chemotactic for neutrophils and monocytes. Inhibits endothelial cell proliferation, the short form is a more potent inhibitor than the longer form; Belongs to the intercrine alpha (chemokine CxC) family
96	PIK3R1	9606.ENSP00000428056	PIK3R1	Phosphatidylinositol 3-kinase regulatory subunit alpha; Binds to activated (phosphorylated) protein-Tyr kinases, through its SH2 domain, and acts as an adapter, mediating the association of the p110 catalytic unit to the plasma membrane. Necessary for the insulin-stimulated increase in glucose uptake and glycogen synthesis in insulin-sensitive tissues. Plays an important role in signaling in response to FGFR1, FGFR2, FGFR3, FGFR4, KITLG/SCF, KIT, PDGFRA and PDGFRB. Likewise, plays a role in ITGB2 signaling. Modulates the cellular response to ER stress by promoting nuclear translocation [...] 
97	PRL	9606.ENSP00000302150	PRL	Prolactin; Prolactin acts primarily on the mammary gland by promoting lactation; Growth hormone family
98	SCG2	9606.ENSP00000304133	SCG2	Secretogranin-2; Secretogranin-2 is a neuroendocrine secretory granule protein, which is the precursor for biologically active peptides; Granins
99	SDCBP	9606.ENSP00000260130	SDCBP	Syntenin-1; Multifunctional adapter protein involved in diverse array of functions including trafficking of transmembrane proteins, neuro and immunomodulation, exosome biogenesis, and tumorigenesis. Positively regulates TGFB1- mediated SMAD2/3 activation and TGFB1-induced epithelial-to- mesenchymal transition (EMT) and cell migration in various cell types. May increase TGFB1 signaling by enhancing cell-surface expression of TGFR1 by preventing the interaction between TGFR1 and CAV1 and subsequent CAV1-dependent internalization and degradation of TGFR1. In concert with SDC1/4 and PDCD6I [...] 
100	SECTM1	9606.ENSP00000269389	SECTM1	Secreted and transmembrane protein 1; May be involved in thymocyte signaling
101	SIVA1	9606.ENSP00000329213	SIVA1	Apoptosis regulatory protein Siva; Induces CD27-mediated apoptosis. Inhibits BCL2L1 isoform Bcl-x(L) anti-apoptotic activity. Inhibits activation of NF-kappa- B and promotes T-cell receptor-mediated apoptosis
102	SPRED1	9606.ENSP00000299084	SPRED1	Sprouty-related, EVH1 domain-containing protein 1; Tyrosine kinase substrate that inhibits growth-factor- mediated activation of MAP kinase. Negatively regulates hematopoiesis of bone marrow (By similarity); Protein phosphatase 1 regulatory subunits
103	SPRED2	9606.ENSP00000348753	SPRED2	Sprouty-related, EVH1 domain-containing protein 2; Negatively regulates Ras signaling pathways and downstream activation of MAP kinases
104	TGFB2	9606.ENSP00000355896	TGFB2	Transforming growth factor beta-2; TGF-beta 2 has suppressive effects on interleukin-2 dependent T-cell growth; Endogenous ligands
105	TNF	9606.ENSP00000398698	TNF	Tumor necrosis factor; Cytokine that binds to TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. It is mainly secreted by macrophages and can induce cell death of certain tumor cell lines. It is potent pyrogen causing fever by direct action or by stimulation of interleukin-1 secretion and is implicated in the induction of cachexia, Under certain conditions it can stimulate cell proliferation and induce cell differentiation. Impairs regulatory T-cells (Treg) function in individuals with rheumatoid arthritis via FOXP3 dephosphorylation. Upregulates the expression of protein phosphatase 1 (PP1), which de [...] 
106	TNFRSF11B	9606.ENSP00000297350	TNFRSF11B	Tumor necrosis factor receptor superfamily member 11B; Acts as decoy receptor for TNFSF11/RANKL and thereby neutralizes its function in osteoclastogenesis. Inhibits the activation of osteoclasts and promotes osteoclast apoptosis in vitro. Bone homeostasis seems to depend on the local ratio between TNFSF11 and TNFRSF11B. May also play a role in preventing arterial calcification. May act as decoy receptor for TNFSF10/TRAIL and protect against apoptosis. TNFSF10/TRAIL binding blocks the inhibition of osteoclastogenesis; Tumor necrosis factor receptor superfamily
107	TRIP6	9606.ENSP00000200457	TRIP6	Thyroid receptor-interacting protein 6; Relays signals from the cell surface to the nucleus to weaken adherens junction and promote actin cytoskeleton reorganization and cell invasiveness. Involved in lysophosphatidic acid-induced cell adhesion and migration. Acts as a transcriptional coactivator for NF-kappa-B and JUN, and mediates the transrepression of these transcription factors induced by glucocorticoid receptor; Belongs to the zyxin/ajuba family
108	TYMP	9606.ENSP00000379038	TYMP	Thymidine phosphorylase; May have a role in maintaining the integrity of the blood vessels. Has growth promoting activity on endothelial cells, angiogenic activity in vivo and chemotactic activity on endothelial cells in vitro; Minor histocompatibility antigens
109	VEGFA	9606.ENSP00000478570	VEGFA	Vascular endothelial growth factor A; Growth factor active in angiogenesis, vasculogenesis and endothelial cell growth. Induces endothelial cell proliferation, promotes cell migration, inhibits apoptosis and induces permeabilization of blood vessels. Binds to the FLT1/VEGFR1 and KDR/VEGFR2 receptors, heparan sulfate and heparin. NRP1/Neuropilin-1 binds isoforms VEGF-165 and VEGF-145. Isoform VEGF165B binds to KDR but does not activate downstream signaling pathways, does not activate angiogenesis and inhibits tumor growth. Binding to NRP1 receptor initiates a signaling pathway needed fo [...] 
110	VEGFD	9606.ENSP00000297904	FIGF	Vascular endothelial growth factor D; Growth factor active in angiogenesis, lymphangiogenesis and endothelial cell growth, stimulating their proliferation and migration and also has effects on the permeability of blood vessels. May function in the formation of the venous and lymphatic vascular systems during embryogenesis, and also in the maintenance of differentiated lymphatic endothelium in adults. Binds and activates VEGFR-2 (KDR/FLK1) and VEGFR-3 (FLT4) receptors
111	XCL1	9606.ENSP00000356792	XCL1	Lymphotactin; Chemotactic activity for lymphocytes but not for monocytes or neutrophils. In thymus, mediates medullary accumulation of thymic dendritic cells and contributes to regulatoy T cell development, playing a role in self-tolerance establishment; Chemokine ligands
112	XCL2	9606.ENSP00000356793	XCL2	Cytokine SCM-1 beta; Chemotactic activity for lymphocytes but not for monocytes or neutrophils; Chemokine ligands
114	IFNL2	9606.ENSP00000333639	IFNL2	Interferon lambda-2; Cytokine with antiviral, antitumour and immunomodulatory activities. Plays a critical role in the antiviral host defense, predominantly in the epithelial tissues. Acts as a ligand for the heterodimeric class II cytokine receptor composed of IL10RB and IFNLR1, and receptor engagement leads to the activation of the JAK/STAT signaling pathway resulting in the expression of IFN- stimulated genes (ISG), which mediate the antiviral state. Has a restricted receptor distribution and therefore restricted targets: is primarily active in epithelial cells and this cell type- s [...] 
115	IFNL3	9606.ENSP00000409000	IFNL3	Interferon lambda-3; Cytokine with antiviral, antitumour and immunomodulatory activities. Plays a critical role in the antiviral host defense, predominantly in the epithelial tissues. Acts as a ligand for the heterodimeric class II cytokine receptor composed of IL10RB and IFNLR1, and receptor engagement leads to the activation of the JAK/STAT signaling pathway resulting in the expression of IFN- stimulated genes (ISG), which mediate the antiviral state. Has a restricted receptor distribution and therefore restricted targets: is primarily active in epithelial cells and this cell type- s [...] 
117	IFNW1	9606.ENSP00000369578	IFNW1	Interferon omega 1; Interferons
118	IL10	9606.ENSP00000412237	IL10	Interleukin-10; Inhibits the synthesis of a number of cytokines, including IFN-gamma, IL-2, IL-3, TNF and GM-CSF produced by activated macrophages and by helper T-cells; Belongs to the IL-10 family
119	IL11	9606.ENSP00000264563	IL11	Interleukin-11; Cytokine that stimulates the proliferation of hematopoietic stem cells and megakaryocyte progenitor cells and induces megakaryocyte maturation resulting in increased platelet production. Also promotes the proliferation of hepatocytes in response to liver damage. Binding to its receptor formed by IL6ST and either IL11RA1 or IL11RA2 activates a signaling cascade that promotes cell proliferation. Signaling leads to the activation of intracellular protein kinases and the phosphorylation of STAT3; Belongs to the IL-6 superfamily
120	IL13	9606.ENSP00000304915	IL13	Interleukin-13; Cytokine. Inhibits inflammatory cytokine production. Synergizes with IL2 in regulating interferon-gamma synthesis. May be critical in regulating inflammatory and immune responses. Positively regulates IL31RA expression in macrophages (By similarity); Interleukins
121	IL15	9606.ENSP00000296545	IL15	Interleukin-15; Cytokine that stimulates the proliferation of T- lymphocytes. Stimulation by IL-15 requires interaction of IL-15 with components of IL-2R, including IL-2R beta and probably IL-2R gamma but not IL-2R alpha; Belongs to the IL-15/IL-21 family
122	IL16	9606.ENSP00000302935	IL16	Pro-interleukin-16; Interleukin-16 stimulates a migratory response in CD4+ lymphocytes, monocytes, and eosinophils. Primes CD4+ T-cells for IL-2 and IL-15 responsiveness. Also induces T-lymphocyte expression of interleukin 2 receptor. Ligand for CD4; Interleukins
123	IL17D	9606.ENSP00000302924	IL17D	Interleukin-17D; Induces expression of IL6, CXCL8/IL8, and CSF2/GM-CSF from endothelial cells; Interleukins
124	IL18	9606.ENSP00000280357	IL18	Interleukin-18; Augments natural killer cell activity in spleen cells and stimulates interferon gamma production in T-helper type I cells; Belongs to the IL-1 family
125	IL1A	9606.ENSP00000263339	IL1A	Interleukin-1 alpha; Produced by activated macrophages, IL-1 stimulates thymocyte proliferation by inducing IL-2 release, B-cell maturation and proliferation, and fibroblast growth factor activity. IL-1 proteins are involved in the inflammatory response, being identified as endogenous pyrogens, and are reported to stimulate the release of prostaglandin and collagenase from synovial cells
126	IL1B	9606.ENSP00000263341	IL1B	Interleukin-1 beta; Potent proinflammatory cytokine. Initially discovered as the major endogenous pyrogen, induces prostaglandin synthesis, neutrophil influx and activation, T-cell activation and cytokine production, B-cell activation and antibody production, and fibroblast proliferation and collagen production. Promotes Th17 differentiation of T-cells
127	IL1F10	9606.ENSP00000376893	IL1F10	Interleukin-1 family member 10; Cytokine with immunomodulatory activity. Alone, does not induce cytokine production, but reduces IL22 and IL17A production by T-cells in response to heat-killed Candida albicans. Reduces IL36G-induced production of IL8 by peripheral blood mononuclear cells. Increases IL6 production by dendritic cells stimulated by bacterial lipopolysaccharides (LPS). Ligand for IL-36R/IL1RL2; Belongs to the IL-1 family
128	IL22	9606.ENSP00000442424	IL22	Interleukin-22; Cytokine that contributes to the inflammatory response in vivo; Interleukins
129	IL23A	9606.ENSP00000228534	IL23A	Interleukin-23 subunit alpha; Associates with IL12B to form the IL-23 interleukin, a heterodimeric cytokine which functions in innate and adaptive immunity. IL-23 may constitute with IL-17 an acute response to infection in peripheral tissues. IL-23 binds to a heterodimeric receptor complex composed of IL12RB1 and IL23R, activates the Jak- Stat signaling cascade, stimulates memory rather than naive T- cells and promotes production of proinflammatory cytokines. IL-23 induces autoimmune inflammation and thus may be responsible for autoimmune inflammatory diseases and may be important for  [...] 
130	IL24	9606.ENSP00000375795	IL24	Interleukin-24; Has antiproliferative properties on melanoma cells and may contribute to terminal cell differentiation; Belongs to the IL-10 family
131	IL26	9606.ENSP00000229134	IL26	Interleukin-26; May play a role in local mechanisms of mucosal immunity and seems to have a proinflammatory function. May play a role in inflammatory bowel disease. Activates STAT1 and STAT3, MAPK1/3 (ERK1/2), JUN and AKT. Induces expression of SOCS3, TNF-alpha and IL-8, secretion of IL-8 and IL-10 and surface expression of ICAM1. Decreases proliferation of intestinal epithelial cells. Is inhibited by heparin; Interleukins
132	IL31	9606.ENSP00000366234	IL31	Interleukin-31; Activates STAT3 and possibly STAT1 and STAT5 through the IL31 heterodimeric receptor composed of IL31RA and OSMR. May function in skin immunity. Enhances myeloid progenitor cell survival in vitro (By similarity). Induces RETNLA and serum amyloid A protein expression in macrophages (By similarity); Interleukins
133	IL32	9606.ENSP00000432218	IL32	Interleukin-32; Interleukin 32; Interleukins
134	IL33	9606.ENSP00000370842	IL33	Interleukin-33; Cytokine that binds to and signals through the IL1RL1/ST2 receptor which in turn activates NF-kappa-B and MAPK signaling pathways in target cells. Involved in the maturation of Th2 cells inducing the secretion of T-helper type 2-associated cytokines. Also involved in activation of mast cells, basophils, eosinophils and natural killer cells. Acts as a chemoattractant for Th2 cells, and may function as an "alarmin", that amplifies immune responses during tissue injury; Interleukins
135	IL34	9606.ENSP00000397863	IL34	Interleukin-34; Cytokine that promotes the proliferation, survival and differentiation of monocytes and macrophages. Promotes the release of proinflammatory chemokines, and thereby plays an important role in innate immunity and in inflammatory processes. Plays an important role in the regulation of osteoclast proliferation and differentiation, and in the regulation of bone resorption. Signaling via CSF1R and its downstream effectors stimulates phosphorylation of MAPK1/ERK2 AND MAPK3/ERK1; Belongs to the IL-34 family
136	IL36A	9606.ENSP00000259211	IL36A	Interleukin-36 alpha; Cytokine that binds to and signals through the IL1RL2/IL-36R receptor which in turn activates NF-kappa-B and MAPK signaling pathways in target cells linked to a pro-inflammatory response. Part of the IL-36 signaling system that is thought to be present in epithelial barriers and to take part in local inflammatory response; similar to the IL-1 system with which it shares the coreceptor IL1RAP. Seems to be involved in skin inflammatory response by acting on keratinocytes, dendritic cells and indirectly on T-cells to drive tissue infiltration, cell maturation and cel [...] 
137	IL36B	9606.ENSP00000259213	IL36B	Interleukin-36 beta; Cytokine that binds to and signals through the IL1RL2/IL-36R receptor which in turn activates NF-kappa-B and MAPK signaling pathways in target cells linked to a pro-inflammatory response. Part of the IL-36 signaling system that is thought to be present in epithelial barriers and to take part in local inflammatory response; similar to the IL-1 system with which it shares the coreceptor IL1RAP. Stimulates production of interleukin-6 and interleukin-8 in synovial fibrobasts, articular chondrocytes and mature adipocytes. Induces expression of a number of antimicrobial  [...] 
138	IL36G	9606.ENSP00000259205	IL36G	Interleukin-36 gamma; Cytokine that binds to and signals through the IL1RL2/IL-36R receptor which in turn activates NF-kappa-B and MAPK signaling pathways in target cells. Part of the IL-36 signaling system that is thought to be present in epithelial barriers and to take part in local inflammatory response; similar to the IL-1 system with which it shares the coreceptor IL1RAP. Seems to be involved in skin inflammatory response by acting on keratinocytes, dendritic cells and indirectly on T-cells to drive tissue infiltration, cell maturation and cell proliferation. In cultured keratinoc [...] 
139	IL37	9606.ENSP00000263326	IL37	Interleukin-37; Suppressor of innate inflammatory and immune responses involved in curbing excessive inflammation. This function requires SMAD3. Suppresses, or reduces, proinflammatory cytokine production, including IL1A and IL6, as well as CCL12, CSF1, CSF2, CXCL13, IL1B, IL23A and IL1RN, but spares anti-inflammatory cytokines. Inhibits dendritic cell activation; Interleukins
140	IL6	9606.ENSP00000385675	IL6	Interleukin-6; Cytokine with a wide variety of biological functions. It is a potent inducer of the acute phase response. Plays an essential role in the final differentiation of B-cells into Ig- secreting cells Involved in lymphocyte and monocyte differentiation. Acts on B-cells, T-cells, hepatocytes, hematopoietic progenitor cells and cells of the CNS. Required for the generation of T(H)17 cells. Also acts as a myokine. It is discharged into the bloodstream after muscle contraction and acts to increase the breakdown of fats and to improve insulin resistance. It induces myeloma and plas [...] 
141	IL9	9606.ENSP00000274520	IL9	Interleukin-9; Supports IL-2 independent and IL-4 independent growth of helper T-cells; Interleukins
142	INHBC	9606.ENSP00000308716	INHBC	Inhibin beta C chain; Inhibins and activins inhibit and activate, respectively, the secretion of follitropin by the pituitary gland. Inhibins/activins are involved in regulating a number of diverse functions such as hypothalamic and pituitary hormone secretion, gonadal hormone secretion, germ cell development and maturation, erythroid differentiation, insulin secretion, nerve cell survival, embryonic axial development or bone growth, depending on their subunit composition. Inhibins appear to oppose the functions of activins; Belongs to the TGF-beta family
143	INHBE	9606.ENSP00000266646	INHBE	Inhibin beta E chain; Inhibins and activins inhibit and activate, respectively, the secretion of follitropin by the pituitary gland. Inhibins/activins are involved in regulating a number of diverse functions such as hypothalamic and pituitary hormone secretion, gonadal hormone secretion, germ cell development and maturation, erythroid differentiation, insulin secretion, nerve cell survival, embryonic axial development or bone growth, depending on their subunit composition. Inhibins appear to oppose the functions of activins
144	KITLG	9606.ENSP00000228280	KITLG	Kit ligand; Ligand for the receptor-type protein-tyrosine kinase KIT. Plays an essential role in the regulation of cell survival and proliferation, hematopoiesis, stem cell maintenance, gametogenesis, mast cell development, migration and function, and in melanogenesis. KITLG/SCF binding can activate several signaling pathways. Promotes phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase, and subsequent activation of the kinase AKT1. KITLG/SCF and KIT also transmit signals via GRB2 and activation of RAS, RAF1 and the MAP kinases MAPK1/ERK2 and/or MAPK3/ERK [...] 
145	LEFTY1	9606.ENSP00000272134	LEFTY1	Left-right determination factor 1; Required for left-right axis determination as a regulator of LEFTY2 and NODAL
146	LEFTY2	9606.ENSP00000355785	LEFTY2	Left-right determination factor 2; Required for left-right (L-R) asymmetry determination of organ systems in mammals. May play a role in endometrial bleeding
147	LIF	9606.ENSP00000249075	LIF	Leukemia inhibitory factor; LIF has the capacity to induce terminal differentiation in leukemic cells. Its activities include the induction of hematopoietic differentiation in normal and myeloid leukemia cells, the induction of neuronal cell differentiation, and the stimulation of acute-phase protein synthesis in hepatocytes; Endogenous ligands
148	LTA	9606.ENSP00000403495	LTA	Lymphotoxin-alpha; Cytokine that in its homotrimeric form binds to TNFRSF1A/TNFR1, TNFRSF1B/TNFBR and TNFRSF14/HVEM. In its heterotrimeric form with LTB binds to TNFRSF3/LTBR. Lymphotoxin is produced by lymphocytes and cytotoxic for a wide range of tumor cells in vitro and in vivo; Tumor necrosis factor superfamily
149	LTB	9606.ENSP00000410481	LTB	Lymphotoxin-beta; Cytokine that binds to LTBR/TNFRSF3. May play a specific role in immune response regulation. Provides the membrane anchor for the attachment of the heterotrimeric complex to the cell surface. Isoform 2 is probably non-functional; Tumor necrosis factor superfamily
150	MSTN	9606.ENSP00000260950	MSTN	Growth/differentiation factor 8; Acts specifically as a negative regulator of skeletal muscle growth; Belongs to the TGF-beta family
151	NDP	9606.ENSP00000367301	NDP	Norrin; Activates the canonical Wnt signaling pathway through FZD4 and LRP5 coreceptor. Plays a central role in retinal vascularization by acting as a ligand for FZD4 that signals via stabilizing beta-catenin (CTNNB1) and activating LEF/TCF-mediated transcriptional programs. Acts in concert with TSPAN12 to activate FZD4 independently of the Wnt-dependent activation of FZD4, suggesting the existence of a Wnt-independent signaling that also promote accumulation the beta-catenin (CTNNB1). May be involved in a pathway that regulates neural cell differentiation and proliferation. Possible r [...] 
152	NODAL	9606.ENSP00000287139	NODAL	Nodal homolog; Essential for mesoderm formation and axial patterning during embryonic development; Belongs to the TGF-beta family
153	NRG1	9606.ENSP00000384620	NRG1	Pro-neuregulin-1, membrane-bound isoform; Direct ligand for ERBB3 and ERBB4 tyrosine kinase receptors. Concomitantly recruits ERBB1 and ERBB2 coreceptors, resulting in ligand-stimulated tyrosine phosphorylation and activation of the ERBB receptors. The multiple isoforms perform diverse functions such as inducing growth and differentiation of epithelial, glial, neuronal, and skeletal muscle cells; inducing expression of acetylcholine receptor in synaptic vesicles during the formation of the neuromuscular junction; stimulating lobuloalveolar budding and milk production in the mammary gla [...] 
154	PF4V1	9606.ENSP00000226524	PF4V1	Platelet factor 4 variant; Inhibitor of angiogenesis. Inhibitor of endothelial cell chemotaxis (in vitro)
155	PPBP	9606.ENSP00000296028	PPBP	Platelet basic protein; LA-PF4 stimulates DNA synthesis, mitosis, glycolysis, intracellular cAMP accumulation, prostaglandin E2 secretion, and synthesis of hyaluronic acid and sulfated glycosaminoglycan. It also stimulates the formation and secretion of plasminogen activator by human synovial cells. NAP-2 is a ligand for CXCR1 and CXCR2, and NAP-2, NAP-2(73), NAP-2(74), NAP-2(1-66), and most potent NAP-2(1-63) are chemoattractants and activators for neutrophils. TC-1 and TC-2 are antibacterial proteins, in vitro released from activated platelet alpha-granules. CTAP-III(1-81) is more po [...] 
156	SCGB3A1	9606.ENSP00000292641	SCGB3A1	Secretoglobin family 3A member 1; Secreted cytokine-like protein. Inhibits cell growth in vitro; Belongs to the secretoglobin family. UGRP subfamily
157	SLURP1	9606.ENSP00000246515	SLURP1	Secreted Ly-6/uPAR-related protein 1; Has an antitumor activity. Was found to be a marker of late differentiation of the skin. Implicated in maintaining the physiological and structural integrity of the keratinocyte layers of the skin. In vitro down-regulates keratinocyte proliferation; the function may involve the proposed role as modulator of nicotinic acetylcholine receptors (nAChRs) activity. In vitro inhibits alpha-7-dependent nAChR currents in an allosteric manner. In T cells may be involved in regulation of intracellular Ca(2+) signaling. Seems to have a immunomodulatory functio [...] 
158	SPP1	9606.ENSP00000378517	SPP1	Osteopontin; Binds tightly to hydroxyapatite. Appears to form an integral part of the mineralized matrix. Probably important to cell-matrix interaction; Endogenous ligands
159	TAFA5	9606.ENSP00000383933	FAM19A5	Protein FAM19A5; Family with sequence similarity 19 member A5, C-C motif chemokine like; Belongs to the FAM19/TAFA family
160	TGFB1	9606.ENSP00000221930	TGFB1	Transforming growth factor beta-1; Multifunctional protein that controls proliferation, differentiation and other functions in many cell types. Many cells synthesize TGFB1 and have specific receptors for it. It positively and negatively regulates many other growth factors. It plays an important role in bone remodeling as it is a potent stimulator of osteoblastic bone formation, causing chemotaxis, proliferation and differentiation in committed osteoblasts (By similarity). Stimulates sustained production of collagen through the activation of CREB3L1 by regulated intramembrane proteolysi [...] 
161	TGFB3	9606.ENSP00000238682	TGFB3	Transforming growth factor beta-3; Involved in embryogenesis and cell differentiation; Belongs to the TGF-beta family
162	THNSL2	9606.ENSP00000327323	THNSL2	Threonine synthase-like 2; Isoform 1: Acts as a catabolic phospho-lyase on both gamma- and beta-phosphorylated substrates. Degrades O-phospho- threonine (PThr) to alpha-ketobutyrate, ammonia and phosphate (By similarity)
163	THPO	9606.ENSP00000204615	THPO	Thrombopoietin; Lineage-specific cytokine affecting the proliferation and maturation of megakaryocytes from their committed progenitor cells. It acts at a late stage of megakaryocyte development. It may be the major physiological regulator of circulating platelets; Endogenous ligands
164	TIMP1	9606.ENSP00000218388	TIMP1	Metalloproteinase inhibitor 1; Metalloproteinase inhibitor that functions by forming one to one complexes with target metalloproteinases, such as collagenases, and irreversibly inactivates them by binding to their catalytic zinc cofactor. Acts on MMP1, MMP2, MMP3, MMP7, MMP8, MMP9, MMP10, MMP11, MMP12, MMP13 and MMP16. Does not act on MMP14. Also functions as a growth factor that regulates cell differentiation, migration and cell death and activates cellular signaling cascades via CD63 and ITGB1. Plays a role in integrin signaling. Mediates erythropoiesis in vitro; but, unlike IL3, it  [...] 
165	TNFSF10	9606.ENSP00000241261	TNFSF10	Tumor necrosis factor ligand superfamily member 10; Cytokine that binds to TNFRSF10A/TRAILR1, TNFRSF10B/TRAILR2, TNFRSF10C/TRAILR3, TNFRSF10D/TRAILR4 and possibly also to TNFRSF11B/OPG. Induces apoptosis. Its activity may be modulated by binding to the decoy receptors TNFRSF10C/TRAILR3, TNFRSF10D/TRAILR4 and TNFRSF11B/OPG that cannot induce apoptosis; CD molecules
166	TNFSF11	9606.ENSP00000381775	TNFSF11	Tumor necrosis factor ligand superfamily member 11; Cytokine that binds to TNFRSF11B/OPG and to TNFRSF11A/RANK. Osteoclast differentiation and activation factor. Augments the ability of dendritic cells to stimulate naive T-cell proliferation. May be an important regulator of interactions between T-cells and dendritic cells and may play a role in the regulation of the T-cell-dependent immune response. May also play an important role in enhanced bone-resorption in humoral hypercalcemia of malignancy. Induces osteoclastogenesis by activating multiple signaling pathways in osteoclast precu [...] 
167	TNFSF12	9606.ENSP00000293825	TNFSF12	Tumor necrosis factor ligand superfamily member 12; Binds to FN14 and possibly also to TNRFSF12/APO3. Weak inducer of apoptosis in some cell types. Mediates NF-kappa-B activation. Promotes angiogenesis and the proliferation of endothelial cells. Also involved in induction of inflammatory cytokines. Promotes IL8 secretion; Tumor necrosis factor superfamily
168	TNFSF13	9606.ENSP00000343505	TNFSF13	Tumor necrosis factor ligand superfamily member 13; Cytokine that binds to TNFRSF13B/TACI and to TNFRSF17/BCMA. Plays a role in the regulation of tumor cell growth. May be involved in monocyte/macrophage-mediated immunological processes; CD molecules
169	TNFSF13B	9606.ENSP00000365048	TNFSF13B	Tumor necrosis factor ligand superfamily member 13B; Cytokine that binds to TNFRSF13B/TACI and TNFRSF17/BCMA. TNFSF13/APRIL binds to the same 2 receptors. Together, they form a 2 ligands -2 receptors pathway involved in the stimulation of B- and T-cell function and the regulation of humoral immunity. A third B-cell specific BAFF-receptor (BAFFR/BR3) promotes the survival of mature B-cells and the B-cell response; CD molecules
